distance_order	source_ranked_newick_line	source_composition_order	bootstrap_replicate_id	bootstrap_replicate_index_zero_based	source_replicate_alignment_file	composition_distance_to_source_alignment	previous_robinson_foulds	previous_weighted_robinson_foulds	cumulative_robinson_foulds	cumulative_weighted_robinson_foulds	primary_metric	secondary_metric	path_method
11	116	116	BS168	168	bootstrap.BS168	14342.589933	0.024590164	0.820755	0.262295082	8.24329	robinson_foulds	weighted_robinson_foulds	rf_nearest_neighbor_2opt
12	175	175	BS177	177	bootstrap.BS177	19230.515958	0.024590164	0.825385	0.286885246	9.068675	robinson_foulds	weighted_robinson_foulds	rf_nearest_neighbor_2opt
13	77	77	BS57	57	bootstrap.BS57	11887.27799	0.016393443	0.751255	0.303278689	9.81993	robinson_foulds	weighted_robinson_foulds	rf_nearest_neighbor_2opt
14	129	129	BS97	97	bootstrap.BS97	15127.136345	0.024590164	0.685845	0.327868852	10.505775	robinson_foulds	weighted_robinson_foulds	rf_nearest_neighbor_2opt
15	131	131	BS110	110	bootstrap.BS110	15221.36689	0.032786885	0.80237	0.360655738	11.308145	robinson_foulds	weighted_robinson_foulds	rf_nearest_neighbor_2opt
16	46	46	BS121	121	bootstrap.BS121	10067.713941	0.024590164	0.806395	0.385245902	12.11454	robinson_foulds	weighted_robinson_foulds	rf_nearest_neighbor_2opt
17	185	185	BS138	138	bootstrap.BS138	21270.360458	0.024590164	0.90282	0.409836066	13.01736	robinson_foulds	weighted_robinson_foulds	rf_nearest_neighbor_2opt
18	42	42	BS60	60	bootstrap.BS60	9813.63368	0.032786885	0.897645	0.442622951	13.915005	robinson_foulds	weighted_robinson_foulds	rf_nearest_neighbor_2opt
19	31	31	BS114	114	bootstrap.BS114	8885.738124	0.016393443	0.78628	0.459016393	14.701285	robinson_foulds	weighted_robinson_foulds	rf_nearest_neighbor_2opt
20	160	160	BS164	164	bootstrap.BS164	17359.931567	0.016393443	0.82692	0.475409836	15.528205	robinson_foulds	weighted_robinson_foulds	rf_nearest_neighbor_2opt
21	55	55	BS132	132	bootstrap.BS132	10577.697008	0.032786885	0.809795	0.508196721	16.338	robinson_foulds	weighted_robinson_foulds	rf_nearest_neighbor_2opt
22	164	164	BS12	12	bootstrap.BS12	17551.991226	0.024590164	0.74684	0.532786885	17.08484	robinson_foulds	weighted_robinson_foulds	rf_nearest_neighbor_2opt
23	127	127	BS166	166	bootstrap.BS166	15056.293036	0.016393443	0.792085	0.549180328	17.876925	robinson_foulds	weighted_robinson_foulds	rf_nearest_neighbor_2opt
24	187	187	BS183	183	bootstrap.BS183	21393.300961	0.016393443	0.969995	0.56557377	18.84692	robinson_foulds	weighted_robinson_foulds	rf_nearest_neighbor_2opt
25	91	91	BS106	106	bootstrap.BS106	12608.24627	0.008196721	0.842105	0.573770492	19.689025	robinson_foulds	weighted_robinson_foulds	rf_nearest_neighbor_2opt
26	168	168	BS83	83	bootstrap.BS83	18191.969767	0.008196721	0.6838	0.581967213	20.372825	robinson_foulds	weighted_robinson_foulds	rf_nearest_neighbor_2opt
27	153	153	BS76	76	bootstrap.BS76	16748.788016	0.008196721	0.744695	0.590163934	21.11752	robinson_foulds	weighted_robinson_foulds	rf_nearest_neighbor_2opt
28	66	66	BS100	100	bootstrap.BS100	11139.837611	0.008196721	0.76107	0.598360656	21.87859	robinson_foulds	weighted_robinson_foulds	rf_nearest_neighbor_2opt
29	105	105	BS137	137	bootstrap.BS137	13516.315696	0	0.75505	0.598360656	22.63364	robinson_foulds	weighted_robinson_foulds	rf_nearest_neighbor_2opt
30	10	10	BS19	19	bootstrap.BS19	7083.539228	0.008196721	0.73663	0.606557377	23.37027	robinson_foulds	weighted_robinson_foulds	rf_nearest_neighbor_2opt
31	50	50	BS29	29	bootstrap.BS29	10305.40858	0.032786885	0.840215	0.639344262	24.210485	robinson_foulds	weighted_robinson_foulds	rf_nearest_neighbor_2opt
32	39	39	BS15	15	bootstrap.BS15	9547.798175	0.008196721	0.991465	0.647540984	25.20195	robinson_foulds	weighted_robinson_foulds	rf_nearest_neighbor_2opt
33	82	82	BS141	141	bootstrap.BS141	12226.469237	0.016393443	0.812515	0.663934426	26.014465	robinson_foulds	weighted_robinson_foulds	rf_nearest_neighbor_2opt
34	71	71	BS45	45	bootstrap.BS45	11621.574678	0.016393443	0.83233	0.680327869	26.846795	robinson_foulds	weighted_robinson_foulds	rf_nearest_neighbor_2opt
35	156	156	BS146	146	bootstrap.BS146	17013.669681	0.016393443	0.818465	0.696721311	27.66526	robinson_foulds	weighted_robinson_foulds	rf_nearest_neighbor_2opt
36	120	120	BS143	143	bootstrap.BS143	14647.96334	0	0.734905	0.696721311	28.400165	robinson_foulds	weighted_robinson_foulds	rf_nearest_neighbor_2opt
37	53	53	BS95	95	bootstrap.BS95	10407.020227	0.008196721	0.7981	0.704918033	29.198265	robinson_foulds	weighted_robinson_foulds	rf_nearest_neighbor_2opt
38	177	177	BS193	193	bootstrap.BS193	19464.445844	0	0.783375	0.704918033	29.98164	robinson_foulds	weighted_robinson_foulds	rf_nearest_neighbor_2opt
39	191	191	BS130	130	bootstrap.BS130	22795.435508	0	0.72253	0.704918033	30.70417	robinson_foulds	weighted_robinson_foulds	rf_nearest_neighbor_2opt
40	193	193	BS92	92	bootstrap.BS92	23603.860744	0	0.75013	0.704918033	31.4543	robinson_foulds	weighted_robinson_foulds	rf_nearest_neighbor_2opt
41	75	75	BS51	51	bootstrap.BS51	11813.718128	0.008196721	0.797985	0.713114754	32.252285	robinson_foulds	weighted_robinson_foulds	rf_nearest_neighbor_2opt
42	33	33	BS56	56	bootstrap.BS56	8931.10833	0.016393443	0.7971	0.729508197	33.049385	robinson_foulds	weighted_robinson_foulds	rf_nearest_neighbor_2opt
43	162	162	BS191	191	bootstrap.BS191	17397.482691	0.016393443	0.74636	0.745901639	33.795745	robinson_foulds	weighted_robinson_foulds	rf_nearest_neighbor_2opt
44	23	23	BS173	173	bootstrap.BS173	8363.336176	0.008196721	0.776475	0.754098361	34.57222	robinson_foulds	weighted_robinson_foulds	rf_nearest_neighbor_2opt
45	56	56	BS101	101	bootstrap.BS101	10586.503767	0.008196721	0.778765	0.762295082	35.350985	robinson_foulds	weighted_robinson_foulds	rf_nearest_neighbor_2opt
46	154	154	BS68	68	bootstrap.BS68	16946.039065	0.016393443	0.89783	0.778688525	36.248815	robinson_foulds	weighted_robinson_foulds	rf_nearest_neighbor_2opt
47	178	178	BS147	147	bootstrap.BS147	19535.638459	0.024590164	0.8311	0.803278689	37.079915	robinson_foulds	weighted_robinson_foulds	rf_nearest_neighbor_2opt
48	101	101	BS150	150	bootstrap.BS150	13336.679047	0.032786885	0.964985	0.836065574	38.0449	robinson_foulds	weighted_robinson_foulds	rf_nearest_neighbor_2opt
49	64	64	BS128	128	bootstrap.BS128	11029.022531	0.016393443	0.88046	0.852459016	38.92536	robinson_foulds	weighted_robinson_foulds	rf_nearest_neighbor_2opt
50	22	22	BS154	154	bootstrap.BS154	8195.894216	0	0.737865	0.852459016	39.663225	robinson_foulds	weighted_robinson_foulds	rf_nearest_neighbor_2opt
51	3	3	BS13	13	bootstrap.BS13	3867.752836	0.016393443	0.792715	0.868852459	40.45594	robinson_foulds	weighted_robinson_foulds	rf_nearest_neighbor_2opt
52	21	21	BS79	79	bootstrap.BS79	8107.151411	0.024590164	0.81474	0.893442623	41.27068	robinson_foulds	weighted_robinson_foulds	rf_nearest_neighbor_2opt
53	192	192	BS198	198	bootstrap.BS198	23544.840666	0.024590164	0.784435	0.918032787	42.055115	robinson_foulds	weighted_robinson_foulds	rf_nearest_neighbor_2opt
54	24	24	BS35	35	bootstrap.BS35	8422.403457	0.016393443	0.89118	0.93442623	42.946295	robinson_foulds	weighted_robinson_foulds	rf_nearest_neighbor_2opt
55	54	54	BS69	69	bootstrap.BS69	10449.167909	0.024590164	0.866385	0.959016393	43.81268	robinson_foulds	weighted_robinson_foulds	rf_nearest_neighbor_2opt
56	199	199	BS17	17	bootstrap.BS17	26276.414101	0.024590164	0.81304	0.983606557	44.62572	robinson_foulds	weighted_robinson_foulds	rf_nearest_neighbor_2opt
57	135	135	BS28	28	bootstrap.BS28	15458.000259	0.016393443	0.79436	1	45.42008	robinson_foulds	weighted_robinson_foulds	rf_nearest_neighbor_2opt
58	95	95	BS22	22	bootstrap.BS22	12971.804655	0.024590164	0.800255	1.024590164	46.220335	robinson_foulds	weighted_robinson_foulds	rf_nearest_neighbor_2opt
59	85	85	BS122	122	bootstrap.BS122	12302.604521	0.016393443	0.74166	1.040983607	46.961995	robinson_foulds	weighted_robinson_foulds	rf_nearest_neighbor_2opt
60	115	115	BS38	38	bootstrap.BS38	14333.505642	0	0.828115	1.040983607	47.79011	robinson_foulds	weighted_robinson_foulds	rf_nearest_neighbor_2opt
61	139	139	BS21	21	bootstrap.BS21	15770.809554	0	0.693475	1.040983607	48.483585	robinson_foulds	weighted_robinson_foulds	rf_nearest_neighbor_2opt
62	38	38	BS117	117	bootstrap.BS117	9494.8723	0.008196721	0.709395	1.049180328	49.19298	robinson_foulds	weighted_robinson_foulds	rf_nearest_neighbor_2opt
63	88	88	BS61	61	bootstrap.BS61	12535.030993	0.008196721	0.718415	1.057377049	49.911395	robinson_foulds	weighted_robinson_foulds	rf_nearest_neighbor_2opt
64	136	136	BS48	48	bootstrap.BS48	15503.892672	0	0.67882	1.057377049	50.590215	robinson_foulds	weighted_robinson_foulds	rf_nearest_neighbor_2opt
65	126	126	BS26	26	bootstrap.BS26	14944.355724	0	0.77289	1.057377049	51.363105	robinson_foulds	weighted_robinson_foulds	rf_nearest_neighbor_2opt
66	43	43	BS148	148	bootstrap.BS148	9872.516295	0.008196721	0.760105	1.06557377	52.12321	robinson_foulds	weighted_robinson_foulds	rf_nearest_neighbor_2opt
67	150	150	BS169	169	bootstrap.BS169	16634.458993	0.016393443	0.80506	1.081967213	52.92827	robinson_foulds	weighted_robinson_foulds	rf_nearest_neighbor_2opt
68	182	182	BS182	182	bootstrap.BS182	20917.102715	0.040983607	0.87108	1.12295082	53.79935	robinson_foulds	weighted_robinson_foulds	rf_nearest_neighbor_2opt
69	123	123	BS72	72	bootstrap.BS72	14775.460399	0.024590164	0.8271	1.147540984	54.62645	robinson_foulds	weighted_robinson_foulds	rf_nearest_neighbor_2opt
70	13	13	BS192	192	bootstrap.BS192	7691.355537	0.040983607	0.888625	1.18852459	55.515075	robinson_foulds	weighted_robinson_foulds	rf_nearest_neighbor_2opt
71	108	108	BS54	54	bootstrap.BS54	13783.077958	0.057377049	0.91763	1.245901639	56.432705	robinson_foulds	weighted_robinson_foulds	rf_nearest_neighbor_2opt
72	112	112	BS93	93	bootstrap.BS93	14144.512929	0.049180328	0.91674	1.295081967	57.349445	robinson_foulds	weighted_robinson_foulds	rf_nearest_neighbor_2opt
73	1	1	BS50	50	bootstrap.BS50	2544.866205	0.024590164	0.757675	1.319672131	58.10712	robinson_foulds	weighted_robinson_foulds	rf_nearest_neighbor_2opt
74	122	122	BS189	189	bootstrap.BS189	14763.221193	0.024590164	0.84013	1.344262295	58.94725	robinson_foulds	weighted_robinson_foulds	rf_nearest_neighbor_2opt
75	45	45	BS185	185	bootstrap.BS185	9973.863544	0.032786885	0.885065	1.37704918	59.832315	robinson_foulds	weighted_robinson_foulds	rf_nearest_neighbor_2opt
76	184	184	BS84	84	bootstrap.BS84	21168.108985	0.024590164	0.963385	1.401639344	60.7957	robinson_foulds	weighted_robinson_foulds	rf_nearest_neighbor_2opt
77	174	174	BS159	159	bootstrap.BS159	18934.188971	0.040983607	1.17414	1.442622951	61.96984	robinson_foulds	weighted_robinson_foulds	rf_nearest_neighbor_2opt
78	97	97	BS181	181	bootstrap.BS181	13020.664576	0.016393443	0.82832	1.459016393	62.79816	robinson_foulds	weighted_robinson_foulds	rf_nearest_neighbor_2opt
79	100	100	BS74	74	bootstrap.BS74	13315.070484	0.024590164	0.79254	1.483606557	63.5907	robinson_foulds	weighted_robinson_foulds	rf_nearest_neighbor_2opt
80	198	198	BS32	32	bootstrap.BS32	26198.291166	0.016393443	0.863925	1.5	64.454625	robinson_foulds	weighted_robinson_foulds	rf_nearest_neighbor_2opt
81	52	52	BS2	2	bootstrap.BS2	10347.38711	0.016393443	0.844285	1.516393443	65.29891	robinson_foulds	weighted_robinson_foulds	rf_nearest_neighbor_2opt
82	200	200	BS136	136	bootstrap.BS136	27400.817251	0.024590164	0.88239	1.540983607	66.1813	robinson_foulds	weighted_robinson_foulds	rf_nearest_neighbor_2opt
83	79	79	BS64	64	bootstrap.BS64	12068.403871	0.032786885	0.856095	1.573770492	67.037395	robinson_foulds	weighted_robinson_foulds	rf_nearest_neighbor_2opt
84	16	16	BS194	194	bootstrap.BS194	7860.300376	0.024590164	0.84523	1.598360656	67.882625	robinson_foulds	weighted_robinson_foulds	rf_nearest_neighbor_2opt
85	49	49	BS62	62	bootstrap.BS62	10159.96624	0.016393443	0.80426	1.614754098	68.686885	robinson_foulds	weighted_robinson_foulds	rf_nearest_neighbor_2opt
86	92	92	BS152	152	bootstrap.BS152	12661.041742	0	0.69603	1.614754098	69.382915	robinson_foulds	weighted_robinson_foulds	rf_nearest_neighbor_2opt
87	134	134	BS30	30	bootstrap.BS30	15430.37459	0	0.751025	1.614754098	70.13394	robinson_foulds	weighted_robinson_foulds	rf_nearest_neighbor_2opt
88	65	65	BS11	11	bootstrap.BS11	11090.448413	0.008196721	0.81792	1.62295082	70.95186	robinson_foulds	weighted_robinson_foulds	rf_nearest_neighbor_2opt
89	41	41	BS124	124	bootstrap.BS124	9762.111554	0.024590164	0.84622	1.647540984	71.79808	robinson_foulds	weighted_robinson_foulds	rf_nearest_neighbor_2opt
90	146	146	BS113	113	bootstrap.BS113	16355.101528	0.016393443	0.71882	1.663934426	72.5169	robinson_foulds	weighted_robinson_foulds	rf_nearest_neighbor_2opt
91	48	48	BS171	171	bootstrap.BS171	10138.916017	0.024590164	0.74778	1.68852459	73.26468	robinson_foulds	weighted_robinson_foulds	rf_nearest_neighbor_2opt
92	87	87	BS44	44	bootstrap.BS44	12533.272518	0.016393443	0.87893	1.704918033	74.14361	robinson_foulds	weighted_robinson_foulds	rf_nearest_neighbor_2opt
93	144	144	BS107	107	bootstrap.BS107	16119.11778	0.024590164	0.87407	1.729508197	75.01768	robinson_foulds	weighted_robinson_foulds	rf_nearest_neighbor_2opt
94	57	57	BS9	9	bootstrap.BS9	10655.163349	0.032786885	0.932735	1.762295082	75.950415	robinson_foulds	weighted_robinson_foulds	rf_nearest_neighbor_2opt
95	25	25	BS1	1	bootstrap.BS1	8519.601751	0.024590164	0.82676	1.786885246	76.777175	robinson_foulds	weighted_robinson_foulds	rf_nearest_neighbor_2opt
96	152	152	BS91	91	bootstrap.BS91	16724.075161	0	0.785805	1.786885246	77.56298	robinson_foulds	weighted_robinson_foulds	rf_nearest_neighbor_2opt
97	37	37	BS71	71	bootstrap.BS71	9325.522291	0.024590164	0.756705	1.81147541	78.319685	robinson_foulds	weighted_robinson_foulds	rf_nearest_neighbor_2opt
98	169	169	BS104	104	bootstrap.BS104	18231.095798	0.016393443	0.78031	1.827868852	79.099995	robinson_foulds	weighted_robinson_foulds	rf_nearest_neighbor_2opt
99	173	173	BS127	127	bootstrap.BS127	18543.048455	0	0.747835	1.827868852	79.84783	robinson_foulds	weighted_robinson_foulds	rf_nearest_neighbor_2opt
100	189	189	BS0	0	bootstrap.BS0	21912.816706	0.008196721	0.7557	1.836065574	80.60353	robinson_foulds	weighted_robinson_foulds	rf_nearest_neighbor_2opt
101	17	17	BS135	135	bootstrap.BS135	7874.150748	0.008196721	0.782115	1.844262295	81.385645	robinson_foulds	weighted_robinson_foulds	rf_nearest_neighbor_2opt
102	32	32	BS99	99	bootstrap.BS99	8905.430366	0.008196721	0.718075	1.852459016	82.10372	robinson_foulds	weighted_robinson_foulds	rf_nearest_neighbor_2opt
103	59	59	BS42	42	bootstrap.BS42	10764.627165	0.016393443	0.793005	1.868852459	82.896725	robinson_foulds	weighted_robinson_foulds	rf_nearest_neighbor_2opt
104	40	40	BS77	77	bootstrap.BS77	9747.375852	0.008196721	0.801635	1.87704918	83.69836	robinson_foulds	weighted_robinson_foulds	rf_nearest_neighbor_2opt
105	84	84	BS5	5	bootstrap.BS5	12240.427362	0.008196721	0.915305	1.885245902	84.613665	robinson_foulds	weighted_robinson_foulds	rf_nearest_neighbor_2opt
106	194	194	BS49	49	bootstrap.BS49	24164.589382	0.008196721	0.968345	1.893442623	85.58201	robinson_foulds	weighted_robinson_foulds	rf_nearest_neighbor_2opt
107	110	110	BS90	90	bootstrap.BS90	14040.318586	0.008196721	0.716445	1.901639344	86.298455	robinson_foulds	weighted_robinson_foulds	rf_nearest_neighbor_2opt
108	51	51	BS39	39	bootstrap.BS39	10337.92513	0.008196721	0.81366	1.909836066	87.112115	robinson_foulds	weighted_robinson_foulds	rf_nearest_neighbor_2opt
109	107	107	BS119	119	bootstrap.BS119	13674.088854	0.016393443	0.951445	1.926229508	88.06356	robinson_foulds	weighted_robinson_foulds	rf_nearest_neighbor_2opt
110	118	118	BS149	149	bootstrap.BS149	14631.567243	0.016393443	0.832335	1.942622951	88.895895	robinson_foulds	weighted_robinson_foulds	rf_nearest_neighbor_2opt
111	158	158	BS155	155	bootstrap.BS155	17182.711253	0.008196721	0.71075	1.950819672	89.606645	robinson_foulds	weighted_robinson_foulds	rf_nearest_neighbor_2opt
112	102	102	BS103	103	bootstrap.BS103	13339.393464	0.016393443	0.76006	1.967213115	90.366705	robinson_foulds	weighted_robinson_foulds	rf_nearest_neighbor_2opt
113	6	6	BS37	37	bootstrap.BS37	5299.361282	0.016393443	0.81211	1.983606557	91.178815	robinson_foulds	weighted_robinson_foulds	rf_nearest_neighbor_2opt
114	14	14	BS174	174	bootstrap.BS174	7728.682682	0.032786885	0.79367	2.016393443	91.972485	robinson_foulds	weighted_robinson_foulds	rf_nearest_neighbor_2opt
115	170	170	BS199	199	bootstrap.BS199	18252.61521	0.008196721	0.8166	2.024590164	92.789085	robinson_foulds	weighted_robinson_foulds	rf_nearest_neighbor_2opt
116	197	197	BS82	82	bootstrap.BS82	25365.050483	0.008196721	0.765	2.032786885	93.554085	robinson_foulds	weighted_robinson_foulds	rf_nearest_neighbor_2opt
117	113	113	BS47	47	bootstrap.BS47	14180.022849	0.016393443	0.762525	2.049180328	94.31661	robinson_foulds	weighted_robinson_foulds	rf_nearest_neighbor_2opt
118	137	137	BS167	167	bootstrap.BS167	15511.650138	0.016393443	0.80752	2.06557377	95.12413	robinson_foulds	weighted_robinson_foulds	rf_nearest_neighbor_2opt
119	165	165	BS41	41	bootstrap.BS41	17673.405444	0.008196721	0.78638	2.073770492	95.91051	robinson_foulds	weighted_robinson_foulds	rf_nearest_neighbor_2opt
120	2	2	BS67	67	bootstrap.BS67	3411.217378	0.008196721	0.73457	2.081967213	96.64508	robinson_foulds	weighted_robinson_foulds	rf_nearest_neighbor_2opt
121	99	99	BS98	98	bootstrap.BS98	13172.980452	0.008196721	0.862015	2.090163934	97.507095	robinson_foulds	weighted_robinson_foulds	rf_nearest_neighbor_2opt
122	133	133	BS115	115	bootstrap.BS115	15379.219551	0.016393443	0.722695	2.106557377	98.22979	robinson_foulds	weighted_robinson_foulds	rf_nearest_neighbor_2opt
123	83	83	BS66	66	bootstrap.BS66	12228.034593	0	0.736525	2.106557377	98.966315	robinson_foulds	weighted_robinson_foulds	rf_nearest_neighbor_2opt
124	89	89	BS142	142	bootstrap.BS142	12548.551869	0.008196721	0.785455	2.114754098	99.75177	robinson_foulds	weighted_robinson_foulds	rf_nearest_neighbor_2opt
125	62	62	BS105	105	bootstrap.BS105	10919.109396	0.016393443	0.876245	2.131147541	100.628015	robinson_foulds	weighted_robinson_foulds	rf_nearest_neighbor_2opt
126	121	121	BS31	31	bootstrap.BS31	14722.491705	0.016393443	0.755935	2.147540984	101.38395	robinson_foulds	weighted_robinson_foulds	rf_nearest_neighbor_2opt
127	171	171	BS163	163	bootstrap.BS163	18386.081529	0.008196721	0.73191	2.155737705	102.11586	robinson_foulds	weighted_robinson_foulds	rf_nearest_neighbor_2opt
128	166	166	BS165	165	bootstrap.BS165	17693.102667	0	0.7401	2.155737705	102.85596	robinson_foulds	weighted_robinson_foulds	rf_nearest_neighbor_2opt
129	163	163	BS58	58	bootstrap.BS58	17520.597022	0.008196721	0.817895	2.163934426	103.673855	robinson_foulds	weighted_robinson_foulds	rf_nearest_neighbor_2opt
130	63	63	BS123	123	bootstrap.BS123	10949.773331	0.016393443	0.78114	2.180327869	104.454995	robinson_foulds	weighted_robinson_foulds	rf_nearest_neighbor_2opt
131	155	155	BS36	36	bootstrap.BS36	16955.809211	0.016393443	0.747005	2.196721311	105.202	robinson_foulds	weighted_robinson_foulds	rf_nearest_neighbor_2opt
132	4	4	BS52	52	bootstrap.BS52	3961.32907	0	0.701725	2.196721311	105.903725	robinson_foulds	weighted_robinson_foulds	rf_nearest_neighbor_2opt
133	141	141	BS40	40	bootstrap.BS40	16025.689127	0.008196721	0.76536	2.204918033	106.669085	robinson_foulds	weighted_robinson_foulds	rf_nearest_neighbor_2opt
134	183	183	BS75	75	bootstrap.BS75	21074.917841	0.016393443	0.85863	2.221311475	107.527715	robinson_foulds	weighted_robinson_foulds	rf_nearest_neighbor_2opt
135	167	167	BS186	186	bootstrap.BS186	17811.619578	0.032786885	1.16617	2.254098361	108.693885	robinson_foulds	weighted_robinson_foulds	rf_nearest_neighbor_2opt
136	195	195	BS126	126	bootstrap.BS126	24793.850165	0.024590164	0.84659	2.278688525	109.540475	robinson_foulds	weighted_robinson_foulds	rf_nearest_neighbor_2opt
137	125	125	BS14	14	bootstrap.BS14	14926.920044	0.008196721	0.802225	2.286885246	110.3427	robinson_foulds	weighted_robinson_foulds	rf_nearest_neighbor_2opt
138	119	119	BS180	180	bootstrap.BS180	14643.2508	0.008196721	0.69248	2.295081967	111.03518	robinson_foulds	weighted_robinson_foulds	rf_nearest_neighbor_2opt
139	149	149	BS25	25	bootstrap.BS25	16630.895706	0.008196721	0.78077	2.303278689	111.81595	robinson_foulds	weighted_robinson_foulds	rf_nearest_neighbor_2opt
140	103	103	BS176	176	bootstrap.BS176	13420.247017	0	0.68548	2.303278689	112.50143	robinson_foulds	weighted_robinson_foulds	rf_nearest_neighbor_2opt
141	140	140	BS158	158	bootstrap.BS158	15956.644196	0	0.748675	2.303278689	113.250105	robinson_foulds	weighted_robinson_foulds	rf_nearest_neighbor_2opt
142	186	186	BS140	140	bootstrap.BS140	21344.108649	0.016393443	0.846185	2.319672131	114.09629	robinson_foulds	weighted_robinson_foulds	rf_nearest_neighbor_2opt
143	67	67	BS144	144	bootstrap.BS144	11290.344105	0.032786885	0.76926	2.352459016	114.86555	robinson_foulds	weighted_robinson_foulds	rf_nearest_neighbor_2opt
144	19	19	BS87	87	bootstrap.BS87	8007.715904	0.032786885	0.805305	2.385245902	115.670855	robinson_foulds	weighted_robinson_foulds	rf_nearest_neighbor_2opt
145	132	132	BS63	63	bootstrap.BS63	15356.696455	0.016393443	0.78703	2.401639344	116.457885	robinson_foulds	weighted_robinson_foulds	rf_nearest_neighbor_2opt
146	176	176	BS73	73	bootstrap.BS73	19301.14064	0.016393443	0.750475	2.418032787	117.20836	robinson_foulds	weighted_robinson_foulds	rf_nearest_neighbor_2opt
147	157	157	BS125	125	bootstrap.BS125	17125.733211	0.016393443	0.76221	2.43442623	117.97057	robinson_foulds	weighted_robinson_foulds	rf_nearest_neighbor_2opt
148	106	106	BS85	85	bootstrap.BS85	13588.599854	0	0.78299	2.43442623	118.75356	robinson_foulds	weighted_robinson_foulds	rf_nearest_neighbor_2opt
149	181	181	BS175	175	bootstrap.BS175	20237.602971	0.008196721	0.76785	2.442622951	119.52141	robinson_foulds	weighted_robinson_foulds	rf_nearest_neighbor_2opt
150	142	142	BS172	172	bootstrap.BS172	16064.672857	0.008196721	0.8186	2.450819672	120.34001	robinson_foulds	weighted_robinson_foulds	rf_nearest_neighbor_2opt
151	128	128	BS129	129	bootstrap.BS129	15101.128633	0	0.87533	2.450819672	121.21534	robinson_foulds	weighted_robinson_foulds	rf_nearest_neighbor_2opt
152	94	94	BS27	27	bootstrap.BS27	12812.858073	0.008196721	0.789595	2.459016393	122.004935	robinson_foulds	weighted_robinson_foulds	rf_nearest_neighbor_2opt
153	44	44	BS16	16	bootstrap.BS16	9880.654938	0.008196721	0.76412	2.467213115	122.769055	robinson_foulds	weighted_robinson_foulds	rf_nearest_neighbor_2opt
154	130	130	BS65	65	bootstrap.BS65	15189.888216	0.016393443	0.74703	2.483606557	123.516085	robinson_foulds	weighted_robinson_foulds	rf_nearest_neighbor_2opt
155	60	60	BS111	111	bootstrap.BS111	10894.146869	0.016393443	0.767265	2.5	124.28335	robinson_foulds	weighted_robinson_foulds	rf_nearest_neighbor_2opt
156	72	72	BS134	134	bootstrap.BS134	11650.556382	0.016393443	0.75393	2.516393443	125.03728	robinson_foulds	weighted_robinson_foulds	rf_nearest_neighbor_2opt
157	147	147	BS188	188	bootstrap.BS188	16412.410304	0.008196721	0.697055	2.524590164	125.734335	robinson_foulds	weighted_robinson_foulds	rf_nearest_neighbor_2opt
158	5	5	BS7	7	bootstrap.BS7	4789.724	0.016393443	0.78721	2.540983607	126.521545	robinson_foulds	weighted_robinson_foulds	rf_nearest_neighbor_2opt
159	28	28	BS3	3	bootstrap.BS3	8737.825702	0.016393443	0.90718	2.557377049	127.428725	robinson_foulds	weighted_robinson_foulds	rf_nearest_neighbor_2opt
160	179	179	BS190	190	bootstrap.BS190	19653.936501	0.024590164	0.82475	2.581967213	128.253475	robinson_foulds	weighted_robinson_foulds	rf_nearest_neighbor_2opt
