rank	rep_index	distance	tree_path
46	139	10090.743729	out/runs/run_20260204_131140/125/rep_139/rep_139.treefile
47	171	10136.255818	out/runs/run_20260204_131140/125/rep_171/rep_171.treefile
48	62	10162.248914	out/runs/run_20260204_131140/125/rep_62/rep_62.treefile
49	29	10309.213404	out/runs/run_20260204_131140/125/rep_29/rep_29.treefile
50	39	10337.925130	out/runs/run_20260204_131140/125/rep_39/rep_39.treefile
51	2	10347.694574	out/runs/run_20260204_131140/125/rep_2/rep_2.treefile
52	95	10406.881666	out/runs/run_20260204_131140/125/rep_95/rep_95.treefile
53	69	10449.282990	out/runs/run_20260204_131140/125/rep_69/rep_69.treefile
54	132	10574.026527	out/runs/run_20260204_131140/125/rep_132/rep_132.treefile
55	101	10592.924148	out/runs/run_20260204_131140/125/rep_101/rep_101.treefile
56	9	10654.682586	out/runs/run_20260204_131140/125/rep_9/rep_9.treefile
57	53	10706.407521	out/runs/run_20260204_131140/125/rep_53/rep_53.treefile
58	42	10764.827820	out/runs/run_20260204_131140/125/rep_42/rep_42.treefile
59	111	10893.580449	out/runs/run_20260204_131140/125/rep_111/rep_111.treefile
60	18	10900.159494	out/runs/run_20260204_131140/125/rep_18/rep_18.treefile
61	105	10917.226113	out/runs/run_20260204_131140/125/rep_105/rep_105.treefile
62	123	10950.968542	out/runs/run_20260204_131140/125/rep_123/rep_123.treefile
63	128	11031.132218	out/runs/run_20260204_131140/125/rep_128/rep_128.treefile
64	11	11090.448413	out/runs/run_20260204_131140/125/rep_11/rep_11.treefile
65	100	11140.406546	out/runs/run_20260204_131140/125/rep_100/rep_100.treefile
66	144	11296.072902	out/runs/run_20260204_131140/125/rep_144/rep_144.treefile
67	195	11306.465363	out/runs/run_20260204_131140/125/rep_195/rep_195.treefile
68	108	11454.899170	out/runs/run_20260204_131140/125/rep_108/rep_108.treefile
69	197	11484.085379	out/runs/run_20260204_131140/125/rep_197/rep_197.treefile
70	45	11618.081511	out/runs/run_20260204_131140/125/rep_45/rep_45.treefile
71	134	11649.953991	out/runs/run_20260204_131140/125/rep_134/rep_134.treefile
72	20	11659.219699	out/runs/run_20260204_131140/125/rep_20/rep_20.treefile
73	4	11796.496938	out/runs/run_20260204_131140/125/rep_4/rep_4.treefile
74	51	11816.450101	out/runs/run_20260204_131140/125/rep_51/rep_51.treefile
75	6	11846.740902	out/runs/run_20260204_131140/125/rep_6/rep_6.treefile
76	57	11887.706633	out/runs/run_20260204_131140/125/rep_57/rep_57.treefile
77	55	11935.339082	out/runs/run_20260204_131140/125/rep_55/rep_55.treefile
78	64	12066.322016	out/runs/run_20260204_131140/125/rep_64/rep_64.treefile
79	153	12099.710410	out/runs/run_20260204_131140/125/rep_153/rep_153.treefile
80	118	12100.891703	out/runs/run_20260204_131140/125/rep_118/rep_118.treefile
81	141	12224.254333	out/runs/run_20260204_131140/125/rep_141/rep_141.treefile
82	66	12226.826162	out/runs/run_20260204_131140/125/rep_66/rep_66.treefile
83	5	12248.509705	out/runs/run_20260204_131140/125/rep_5/rep_5.treefile
84	122	12302.711693	out/runs/run_20260204_131140/125/rep_122/rep_122.treefile
85	44	12529.404615	out/runs/run_20260204_131140/125/rep_44/rep_44.treefile
86	61	12531.012130	out/runs/run_20260204_131140/125/rep_61/rep_61.treefile
87	78	12533.789610	out/runs/run_20260204_131140/125/rep_78/rep_78.treefile
88	142	12546.710445	out/runs/run_20260204_131140/125/rep_142/rep_142.treefile
89	33	12577.086745	out/runs/run_20260204_131140/125/rep_33/rep_33.treefile
90	106	12601.672151	out/runs/run_20260204_131140/125/rep_106/rep_106.treefile
91	152	12657.236744	out/runs/run_20260204_131140/125/rep_152/rep_152.treefile
92	46	12760.674512	out/runs/run_20260204_131140/125/rep_46/rep_46.treefile
93	27	12812.858073	out/runs/run_20260204_131140/125/rep_27/rep_27.treefile
94	22	12971.707868	out/runs/run_20260204_131140/125/rep_22/rep_22.treefile
95	116	13007.154723	out/runs/run_20260204_131140/125/rep_116/rep_116.treefile
96	181	13020.010714	out/runs/run_20260204_131140/125/rep_181/rep_181.treefile
97	70	13104.581756	out/runs/run_20260204_131140/125/rep_70/rep_70.treefile
98	98	13169.756794	out/runs/run_20260204_131140/125/rep_98/rep_98.treefile
99	74	13315.570547	out/runs/run_20260204_131140/125/rep_74/rep_74.treefile
100	103	13334.810497	out/runs/run_20260204_131140/125/rep_103/rep_103.treefile
101	150	13336.679047	out/runs/run_20260204_131140/125/rep_150/rep_150.treefile
102	176	13419.540789	out/runs/run_20260204_131140/125/rep_176/rep_176.treefile
103	187	13467.482096	out/runs/run_20260204_131140/125/rep_187/rep_187.treefile
104	137	13515.540056	out/runs/run_20260204_131140/125/rep_137/rep_137.treefile
105	85	13588.793140	out/runs/run_20260204_131140/125/rep_85/rep_85.treefile
106	119	13676.216911	out/runs/run_20260204_131140/125/rep_119/rep_119.treefile
107	54	13785.926556	out/runs/run_20260204_131140/125/rep_54/rep_54.treefile
108	94	13954.671548	out/runs/run_20260204_131140/125/rep_94/rep_94.treefile
109	90	14045.968212	out/runs/run_20260204_131140/125/rep_90/rep_90.treefile
110	179	14095.131358	out/runs/run_20260204_131140/125/rep_179/rep_179.treefile
111	93	14140.400525	out/runs/run_20260204_131140/125/rep_93/rep_93.treefile
112	47	14179.867700	out/runs/run_20260204_131140/125/rep_47/rep_47.treefile
113	8	14185.224249	out/runs/run_20260204_131140/125/rep_8/rep_8.treefile
114	38	14337.019181	out/runs/run_20260204_131140/125/rep_38/rep_38.treefile
115	168	14341.998710	out/runs/run_20260204_131140/125/rep_168/rep_168.treefile
116	120	14627.444582	out/runs/run_20260204_131140/125/rep_120/rep_120.treefile
117	149	14632.061816	out/runs/run_20260204_131140/125/rep_149/rep_149.treefile
118	180	14643.597338	out/runs/run_20260204_131140/125/rep_180/rep_180.treefile
119	143	14649.672454	out/runs/run_20260204_131140/125/rep_143/rep_143.treefile
120	31	14722.491705	out/runs/run_20260204_131140/125/rep_31/rep_31.treefile
121	189	14767.274461	out/runs/run_20260204_131140/125/rep_189/rep_189.treefile
122	72	14770.118144	out/runs/run_20260204_131140/125/rep_72/rep_72.treefile
123	170	14779.404961	out/runs/run_20260204_131140/125/rep_170/rep_170.treefile
124	14	14929.139192	out/runs/run_20260204_131140/125/rep_14/rep_14.treefile
125	26	14937.968670	out/runs/run_20260204_131140/125/rep_26/rep_26.treefile
126	166	15055.910069	out/runs/run_20260204_131140/125/rep_166/rep_166.treefile
127	129	15100.389598	out/runs/run_20260204_131140/125/rep_129/rep_129.treefile
128	97	15125.104529	out/runs/run_20260204_131140/125/rep_97/rep_97.treefile
129	65	15188.901079	out/runs/run_20260204_131140/125/rep_65/rep_65.treefile
130	110	15217.422975	out/runs/run_20260204_131140/125/rep_110/rep_110.treefile
131	63	15351.516342	out/runs/run_20260204_131140/125/rep_63/rep_63.treefile
132	115	15386.725253	out/runs/run_20260204_131140/125/rep_115/rep_115.treefile
133	30	15433.788258	out/runs/run_20260204_131140/125/rep_30/rep_30.treefile
134	28	15458.000259	out/runs/run_20260204_131140/125/rep_28/rep_28.treefile
135	48	15500.666211	out/runs/run_20260204_131140/125/rep_48/rep_48.treefile
136	167	15511.599563	out/runs/run_20260204_131140/125/rep_167/rep_167.treefile
137	157	15521.180432	out/runs/run_20260204_131140/125/rep_157/rep_157.treefile
138	21	15770.809554	out/runs/run_20260204_131140/125/rep_21/rep_21.treefile
139	158	15960.283174	out/runs/run_20260204_131140/125/rep_158/rep_158.treefile
140	40	16027.968212	out/runs/run_20260204_131140/125/rep_40/rep_40.treefile
141	172	16064.970433	out/runs/run_20260204_131140/125/rep_172/rep_172.treefile
142	96	16117.766657	out/runs/run_20260204_131140/125/rep_96/rep_96.treefile
143	107	16121.329567	out/runs/run_20260204_131140/125/rep_107/rep_107.treefile
144	151	16292.904437	out/runs/run_20260204_131140/125/rep_151/rep_151.treefile
145	113	16356.752765	out/runs/run_20260204_131140/125/rep_113/rep_113.treefile
146	188	16407.015786	out/runs/run_20260204_131140/125/rep_188/rep_188.treefile
147	81	16424.020519	out/runs/run_20260204_131140/125/rep_81/rep_81.treefile
148	25	16627.463667	out/runs/run_20260204_131140/125/rep_25/rep_25.treefile
149	169	16635.898834	out/runs/run_20260204_131140/125/rep_169/rep_169.treefile
150	162	16650.208017	out/runs/run_20260204_131140/125/rep_162/rep_162.treefile
151	91	16723.861067	out/runs/run_20260204_131140/125/rep_91/rep_91.treefile
152	76	16744.366665	out/runs/run_20260204_131140/125/rep_76/rep_76.treefile
153	68	16944.800412	out/runs/run_20260204_131140/125/rep_68/rep_68.treefile
154	36	16955.231847	out/runs/run_20260204_131140/125/rep_36/rep_36.treefile
155	146	17014.360200	out/runs/run_20260204_131140/125/rep_146/rep_146.treefile
156	125	17128.909860	out/runs/run_20260204_131140/125/rep_125/rep_125.treefile
157	155	17181.899982	out/runs/run_20260204_131140/125/rep_155/rep_155.treefile
158	184	17352.244408	out/runs/run_20260204_131140/125/rep_184/rep_184.treefile
159	164	17359.592161	out/runs/run_20260204_131140/125/rep_164/rep_164.treefile
160	112	17385.174776	out/runs/run_20260204_131140/125/rep_112/rep_112.treefile
161	191	17396.848220	out/runs/run_20260204_131140/125/rep_191/rep_191.treefile
162	58	17528.403236	out/runs/run_20260204_131140/125/rep_58/rep_58.treefile
163	12	17551.962511	out/runs/run_20260204_131140/125/rep_12/rep_12.treefile
164	41	17676.109866	out/runs/run_20260204_131140/125/rep_41/rep_41.treefile
165	165	17700.028107	out/runs/run_20260204_131140/125/rep_165/rep_165.treefile
166	186	17810.815113	out/runs/run_20260204_131140/125/rep_186/rep_186.treefile
167	83	18193.997582	out/runs/run_20260204_131140/125/rep_83/rep_83.treefile
168	104	18227.920287	out/runs/run_20260204_131140/125/rep_104/rep_104.treefile
169	199	18257.567445	out/runs/run_20260204_131140/125/rep_199/rep_199.treefile
170	163	18381.647886	out/runs/run_20260204_131140/125/rep_163/rep_163.treefile
171	131	18397.411856	out/runs/run_20260204_131140/125/rep_131/rep_131.treefile
172	127	18545.985846	out/runs/run_20260204_131140/125/rep_127/rep_127.treefile
173	159	18934.188971	out/runs/run_20260204_131140/125/rep_159/rep_159.treefile
174	177	19227.287484	out/runs/run_20260204_131140/125/rep_177/rep_177.treefile
175	73	19307.024602	out/runs/run_20260204_131140/125/rep_73/rep_73.treefile
176	193	19466.605662	out/runs/run_20260204_131140/125/rep_193/rep_193.treefile
177	147	19536.877156	out/runs/run_20260204_131140/125/rep_147/rep_147.treefile
178	190	19647.897088	out/runs/run_20260204_131140/125/rep_190/rep_190.treefile
179	196	20168.366096	out/runs/run_20260204_131140/125/rep_196/rep_196.treefile
180	175	20237.674891	out/runs/run_20260204_131140/125/rep_175/rep_175.treefile
181	182	20922.796802	out/runs/run_20260204_131140/125/rep_182/rep_182.treefile
182	75	21064.493015	out/runs/run_20260204_131140/125/rep_75/rep_75.treefile
183	84	21174.123193	out/runs/run_20260204_131140/125/rep_84/rep_84.treefile
184	138	21268.790398	out/runs/run_20260204_131140/125/rep_138/rep_138.treefile
185	140	21345.819193	out/runs/run_20260204_131140/125/rep_140/rep_140.treefile
186	183	21391.842441	out/runs/run_20260204_131140/125/rep_183/rep_183.treefile
187	43	21887.680850	out/runs/run_20260204_131140/125/rep_43/rep_43.treefile
188	0	21916.614702	out/runs/run_20260204_131140/125/rep_0/rep_0.treefile
189	109	22304.019683	out/runs/run_20260204_131140/125/rep_109/rep_109.treefile
190	130	22796.040555	out/runs/run_20260204_131140/125/rep_130/rep_130.treefile
191	198	23545.395516	out/runs/run_20260204_131140/125/rep_198/rep_198.treefile
192	92	23601.854885	out/runs/run_20260204_131140/125/rep_92/rep_92.treefile
193	49	24165.330786	out/runs/run_20260204_131140/125/rep_49/rep_49.treefile
194	126	24801.665388	out/runs/run_20260204_131140/125/rep_126/rep_126.treefile
195	102	24837.351751	out/runs/run_20260204_131140/125/rep_102/rep_102.treefile
196	82	25359.335046	out/runs/run_20260204_131140/125/rep_82/rep_82.treefile
197	32	26199.160998	out/runs/run_20260204_131140/125/rep_32/rep_32.treefile
198	17	26271.235715	out/runs/run_20260204_131140/125/rep_17/rep_17.treefile
199	136	27394.939131	out/runs/run_20260204_131140/125/rep_136/rep_136.treefile
